"","First","Last","Nickname","Ht.","Wt.","Reach","Stance","W","L","D","Belt"
"12512","Albert","Tumenov","Einstein","5' 11""","170 lbs.","73.0""","Orthodox",18,4,0,NA
"12612","Ricky","Turcios","Pretty","5' 9""","135 lbs.","71.0""","Orthodox",8,1,0,NA
"12712","Wellington","Turman","The Prodigy","6' 0""","185 lbs.","72.0""","Orthodox",16,4,0,NA
"12812","Courtney","Turner","","6' 2""","170 lbs.","--","",0,3,0,NA
"12912","Jalin","Turner","The Tarantula","6' 3""","155 lbs.","77.0""","Southpaw",10,5,0,NA
"13012","Austin","Tweedy","","5' 9""","155 lbs.","--","Orthodox",8,2,0,NA
"13117","Marcin","Tybura","Tybur","6' 3""","249 lbs.","78.0""","Orthodox",21,6,0,NA
"2135","Alberto","Uda","","6' 3""","185 lbs.","--","Orthodox",12,2,0,NA
"3107","Ryuki","Ueyama","","5' 11""","180 lbs.","--","Southpaw",12,18,5,NA
"4104","Christian","Uflacker","","5' 11""","170 lbs.","--","",5,0,0,NA
"5103","Andy","Uhrich","","6' 0""","170 lbs.","--","",11,6,0,NA
"6103","Tagir","Ulanbekov","","5' 7""","125 lbs.","70.0""","Southpaw",13,1,0,NA
"7103","Carlos","Ulberg","Black Jag","6' 4""","205 lbs.","77.0""","Orthodox",5,1,0,NA
"8102","Gasan","Umalatov","Cobra","5' 11""","170 lbs.","71.0""","Orthodox",17,4,2,NA
"9102","Jeremy","Umphries","","--","160 lbs.","--","",5,2,0,NA
"10102","Zach","Underwood","","6' 2""","185 lbs.","--","",13,7,0,NA
"11101","Caol","Uno","Uno Shoten","5' 7""","155 lbs.","70.0""","Southpaw",33,19,5,NA
"1290","Kengo","Ura","Uraken","5' 9""","165 lbs.","--","",14,12,2,NA
"1390","Hector","Urbina","El Toro","5' 11""","170 lbs.","73.0""","Orthodox",17,10,1,NA
"1470","Elias","Urbina","","6' 3""","185 lbs.","77.0""","Southpaw",3,1,0,NA
"1570","Nick","Urso","","5' 6""","125 lbs.","66.0""","Southpaw",10,3,0,NA
"1670","Yasuhiro","Urushitani","","5' 5""","125 lbs.","--","Southpaw",21,8,6,NA
"1750","Kamaru","Usman","The Nigerian Nightmare","6' 0""","170 lbs.","76.0""","Switch",18,1,0,NA
"1847","Darren","Uyenoyama","BC","5' 6""","125 lbs.","65.0""","Orthodox",10,6,0,NA
"2136","Richie","Vaculik","Vas","5' 6""","125 lbs.","69.0""","Orthodox",10,4,0,NA
"3108","Egidijus","Valavicius","","6' 0""","200 lbs.","--","Orthodox",29,12,0,NA
"4105","Charlie","Valencia","","5' 3""","135 lbs.","64.0""","Orthodox",12,7,0,NA
"5104","Victor","Valenzuela","Joe Boxer","5' 10""","155 lbs.","--","",13,6,2,NA
"6104","Timur","Valiev","Lucky","5' 6""","145 lbs.","67.0""","Orthodox",17,2,0,NA
"7104","Victor","Valimaki","The Matrix","6' 0""","205 lbs.","--","Orthodox",18,10,0,NA
"8103","Andrew","Valladerez","","--","135 lbs.","--","",5,7,0,NA
"9103","Isaac","Vallie-Flagg","","5' 8""","155 lbs.","70.0""","Orthodox",16,7,1,NA
"10103","Mike","van Arsdale","","6' 2""","205 lbs.","--","Switch",8,5,0,NA
"11102","Matt","Van Buren","Gutter","6' 5""","205 lbs.","--","",7,6,0,NA
"12100","Brianna","Van Buren","The Bull","5' 0""","115 lbs.","62.0""","Southpaw",9,3,0,NA
"13100","Ron","van Clief","The Black Dragon","5' 10""","190 lbs.","--","Orthodox",0,1,0,NA
"1480","Lloyd","Van Dams","","6' 1""","240 lbs.","--","Southpaw",0,1,0,NA
"1580","Chad","Vance","","6' 0""","185 lbs.","--","Orthodox",7,5,0,NA
"1680","Jared","Vanderaa","The Mountain","6' 4""","260 lbs.","80.0""","Orthodox",11,5,0,NA
"1759","Austin","Vanderford","AK-47","5' 11""","170 lbs.","--","Orthodox",4,0,0,NA
"1848","Lando","Vannata","Groovy","5' 9""","155 lbs.","71.0""","Orthodox",11,5,2,NA
"1940","Paige","VanZant","12 Gauge","5' 4""","115 lbs.","65.0""","Orthodox",8,5,0,NA
"2036","Paul","Varelans","The Polar Bear","6' 8""","300 lbs.","--","Orthodox",9,9,0,NA
"2137","Kazula","Vargas","","5' 8""","155 lbs.","71.0""","Southpaw",10,4,0,NA
"2234","Jamie","Varner","","5' 8""","155 lbs.","71.0""","Orthodox",21,11,1,NA
"2334","Guilherme","Vasconcelos","Bomba","6' 0""","185 lbs.","--","Orthodox",9,4,0,NA
"2434","Linton","Vassell","The Swarm","6' 4""","205 lbs.","--","",18,5,0,NA
"2530","Billy","Vaughan","","5' 6""","155 lbs.","--","",12,17,0,NA
"2626","Yuri","Vaulin","","6' 4""","197 lbs.","--","Southpaw",0,1,0,NA
"2723","Javier","Vazquez","Showtime","5' 7""","145 lbs.","69.0""","Southpaw",16,5,0,NA
"2823","Manny","Vazquez","","5' 10""","125 lbs.","72.0""","Orthodox",11,2,0,NA
"2923","Matt","Veach","","5' 11""","155 lbs.","--","Orthodox",17,5,0,NA
"3023","Joe","Vedepo","The Doctor","6' 0""","185 lbs.","--","Orthodox",18,9,0,NA
"3126","Kelly","Velasco","Killer","5' 9""","135 lbs.","--","Orthodox",2,1,0,NA
"3224","Cain","Velasquez","","6' 1""","240 lbs.","77.0""","Orthodox",14,3,0,NA
"3323","David","Velasquez","Little","5' 5""","145 lbs.","--","Orthodox",10,10,0,NA
"3423","Bojan","Velickovic","Serbian Steel","6' 0""","170 lbs.","76.0""","Southpaw",15,6,1,NA
"3523","Karlos","Vemola","","6' 0""","185 lbs.","75.0""","Orthodox",17,5,0,NA
"3623","Luigi","Vendramini","The Italian Stallion","5' 8""","170 lbs.","73.0""","Orthodox",9,1,0,NA
"3720","Jerrel","Venetiaan","","6' 1""","195 lbs.","--","Orthodox",4,3,0,NA
"3820","Scott","Ventimiglia","Meant to Kill Ya","5' 11""","185 lbs.","--","",14,6,1,NA
"3919","Brandon","Vera","The Truth","6' 3""","230 lbs.","78.0""","Orthodox",15,7,0,NA
"4019","Kerry","Vera","","5' 7""","135 lbs.","--","Orthodox",2,0,0,NA
"4123","Marlon","Vera","Chito","5' 8""","135 lbs.","70.0""","Switch",16,7,1,NA
"4221","Ernie","Verdicia","","5' 11""","199 lbs.","--","Orthodox",0,1,0,NA
"4319","Joe","Veres","","5' 7""","155 lbs.","--","Orthodox",4,3,0,NA
"4418","Renato","Verissimo","Charuto","6' 1""","170 lbs.","--","Orthodox",7,5,0,NA
"4518","Bryan","Vetell","","6' 3""","265 lbs.","--","Southpaw",4,3,0,NA
"4618","Marvin","Vettori","The Italian Dream","6' 0""","185 lbs.","74.0""","Southpaw",16,4,1,NA
"4718","Hugo","Viana","Wolverine","5' 6""","135 lbs.","67.0""","Orthodox",8,4,0,NA
"4818","Guilherme","Viana","","6' 4""","205 lbs.","--","",7,3,0,NA
"4918","Polyana","Viana","Dama de Ferro","5' 5""","115 lbs.","67.0""","Orthodox",12,4,0,NA
"5018","Vitor","Vianna","","--","205 lbs.","--","Orthodox",12,3,1,NA
"5122","James","Vick","The Texecutioner","6' 3""","155 lbs.","76.0""","Orthodox",13,5,0,NA
"5220","Milton","Vieira","Miltinho","6' 0""","145 lbs.","--","Orthodox",13,8,2,NA
"5319","Reginaldo","Vieira","","5' 7""","135 lbs.","65.0""","Orthodox",13,5,0,NA
"5418","Ketlen","Vieira","Fenomeno","5' 8""","135 lbs.","68.0""","Orthodox",11,2,0,NA
"5518","Rodolfo","Vieira","","6' 0""","185 lbs.","73.0""","Orthodox",7,1,0,NA
"5618","Steve","Vigneault","Lionheart","5' 10""","185 lbs.","--","Orthodox",12,6,0,NA
"5718","Alejandro","Villalobos","","5' 7""","145 lbs.","--","",17,5,0,NA
"5818","DeMarco","Villalona","","5' 9""","185 lbs.","--","",1,3,0,NA
"5918","Gian","Villante","","6' 3""","230 lbs.","76.0""","Orthodox",17,13,0,NA
"6018","Ike","Villanueva","Hurricane","6' 1""","225 lbs.","73.0""","Orthodox",17,11,0,NA
"6122","Ruben","Villareal","Warpath","6' 4""","265 lbs.","--","Orthodox",22,28,3,NA
"6220","Armando","Villarreal","La Lumbre","5' 7""","135 lbs.","66.0""","Southpaw",5,2,0,NA
"6319","Pablo","Villaseca","El Gallo","5' 7""","155 lbs.","--","",12,3,0,NA
"6418","Joey","Villasenor","Smokin' Joe","6' 0""","185 lbs.","--","Orthodox",29,10,0,NA
"6518","Danillo","Villefort","Indio","6' 1""","185 lbs.","--","Orthodox",15,5,0,NA
"6618","Yuri","Villefort","","6' 0""","170 lbs.","73.0""","Orthodox",10,5,0,NA
"6718","Marcos","Vinicius","Vina","5' 9""","125 lbs.","--","Orthodox",23,11,1,NA
"6817","Brandon","Visher","The Viper","5' 6""","135 lbs.","68.0""","Orthodox",13,3,0,NA
"6917","Falaniko","Vitale","Niko","5' 10""","185 lbs.","--","Orthodox",30,11,0,NA
"7017","Bobby","Voelker","Vicious","6' 0""","170 lbs.","74.0""","Orthodox",19,13,0,NA
"7121","Alexander","Volkanovski","The Great","5' 6""","145 lbs.","71.0""","Orthodox",22,1,0,NA
"7219","Jacob","Volkmann","Christmas","5' 9""","155 lbs.","71.0""","Southpaw",19,7,0,NA
"7318","Alexander","Volkov","Drago","6' 7""","250 lbs.","80.0""","Orthodox",33,8,0,NA
"7417","Jason","Von Flue","Live Wire","6' 0""","170 lbs.","--","Orthodox",14,12,1,NA
"7517","Milco","Voorn","","--","220 lbs.","--","Orthodox",20,11,1,NA
"7617","Mark","Vorgeas","","5' 10""","135 lbs.","--","",5,3,1,NA
"7717","Igor","Vovchanchyn","Ice Cold","5' 8""","205 lbs.","--","Orthodox",55,10,0,NA
"2138","James","Wade","","5' 10""","205 lbs.","--","",4,11,0,NA
"3109","Chris","Wade","","5' 10""","155 lbs.","70.0""","Orthodox",12,3,0,NA
"4106","Neil","Wain","Old School","5' 10""","242 lbs.","--","Orthodox",13,4,0,NA
"5105","TJ","Waldburger","","5' 11""","170 lbs.","75.0""","Orthodox",16,9,0,NA
"6105","Chase","Waldon","","6' 1""","185 lbs.","75.0""","Orthodox",11,2,0,NA
"7105","Andre","Walker","","5' 11""","205 lbs.","--","Southpaw",1,5,0,NA
"8104","Herschel","Walker","","6' 1""","215 lbs.","--","Orthodox",2,0,0,NA
"9104","Donny","Walker","Eagle Eye","5' 9""","135 lbs.","--","",15,10,0,NA
"10104","Johnny","Walker","","6' 6""","205 lbs.","82.0""","Orthodox",18,5,0,NA
"11103","Ben","Wall","Manimal","5' 10""","155 lbs.","--","Orthodox",8,7,1,NA
"12101","Crafton","Wallace","Blaze","6' 0""","185 lbs.","--","Orthodox",18,6,1,NA
"13101","Rodney","Wallace","Shonuff the Master","5' 9""","205 lbs.","72.0""","Switch",26,15,1,NA
"1490","Jeremy","Wallace","","5' 9""","--","--","",4,6,0,NA
"1590","Randall","Wallace","Braveheart","5' 11""","185 lbs.","73.0""","Orthodox",15,6,0,NA
"1690","James","Wallace","Jesse","5' 10""","155 lbs.","69.0""","Orthodox",5,2,0,NA
"1760","Jim","Wallhead","Judo","5' 10""","170 lbs.","--","Orthodox",29,11,0,NA
"1849","Cory","Walmsley","Hardcore","6' 0""","205 lbs.","--","Orthodox",8,2,0,NA
"1945","Richard","Walsh","Filthy Rich","6' 0""","170 lbs.","73.0""","Orthodox",9,5,0,NA
"2037","Patrick","Walsh","The Beast of the East","5' 11""","185 lbs.","--","",10,3,0,NA
"2139","Erick","Wanderlei","","6' 1""","205 lbs.","--","Orthodox",3,3,0,NA
"2235","Dimitiri","Wanderley","","--","205 lbs.","--","Orthodox",5,2,0,NA
"2335","Andy","Wang","","5' 6""","155 lbs.","--","Orthodox",7,8,1,NA
"2435","Sai","Wang","The Fire Kylin","6' 0""","170 lbs.","--","Southpaw",20,6,1,NA
"2533","Anying","Wang","","6' 0""","170 lbs.","--","Orthodox",2,1,0,NA
"2627","Curt","Warburton","","6' 0""","155 lbs.","73.0""","Orthodox",13,6,0,NA
"2724","Brennan","Ward","The Irish Bad Boy","5' 10""","170 lbs.","71.0""","",14,5,0,NA
"2824","Charlie","Ward","","5' 11""","170 lbs.","--","Orthodox",3,3,0,NA
"2924","Terrion","Ware","Flash","5' 8""","135 lbs.","71.0""","Orthodox",17,9,0,NA
"3024","Joe","Warren","","5' 6""","135 lbs.","--","Orthodox",15,6,0,NA
"3127","Brian","Warren","Mr. Unbreakable","6' 0""","185 lbs.","--","Orthodox",18,17,1,NA
"3225","Merritt","Warren","","5' 10""","155 lbs.","--","Southpaw",3,3,0,NA
"3324","Idris","Wasi","","6' 0""","186 lbs.","--","",2,14,0,NA
"3424","Kengo","Watanabe","","6' 4""","220 lbs.","--","Orthodox",8,13,3,NA
"3524","Kazuhisa","Watanabe","","5' 6""","139 lbs.","--","",0,1,0,NA
"3624","Ron","Waterman","H20","6' 2""","280 lbs.","--","Orthodox",16,6,2,NA
"3722","Andy","Waters","","6' 0""","170 lbs.","--","",1,2,0,NA
"3822","Dominic","Waters","Sho Nuff","6' 1""","170 lbs.","79.0""","Orthodox",9,5,0,NA
"3920","Michelle","Waterson","The Karate Hottie","5' 3""","115 lbs.","62.0""","Orthodox",18,8,0,NA
"4020","Sam","Watford","","--","155 lbs.","--","",2,2,0,NA
"4124","Blake","Watkins","","--","185 lbs.","--","",5,1,0,NA
"4222","Kyle","Watson","","6' 0""","155 lbs.","--","Southpaw",13,8,1,NA
"4320","Maka","Watson","","--","155 lbs.","--","",4,2,0,NA
"4419","Walel","Watson","The Gazelle","5' 11""","135 lbs.","75.0""","Orthodox",14,10,0,NA
"4519","Tom","Watson","Kong","6' 1""","185 lbs.","73.0""","Orthodox",17,9,0,NA
"4619","Enrique","Watson","","--","185 lbs.","--","",3,1,0,NA
"4719","Brok","Weaver","Chata Tuska","6' 0""","155 lbs.","73.0""","Southpaw",15,6,0,NA
"4819","Jonavin","Webb","The Spyder","5' 10""","170 lbs.","--","Orthodox",9,2,0,NA
"4919","Stephanie","Webber","","5' 6""","135 lbs.","--","",2,2,0,NA
"5019","Royston","Wee","","5' 7""","135 lbs.","67.0""","Orthodox",4,1,0,NA
"5123","Daniel","Weichel","The Weasel","5' 10""","145 lbs.","70.0""","",39,9,0,NA
"5221","Chris","Weidman","The All-American","6' 2""","185 lbs.","78.0""","Orthodox",15,5,0,NA
"5320","Mark","Weir","The Wizard","6' 2""","185 lbs.","--","Southpaw",21,18,1,NA
"5419","Christian","Wellisch","The Hungarian Nightmare","6' 2""","234 lbs.","77.0""","Orthodox",8,5,0,NA
"5519","Jeremiah","Wells","","5' 9""","170 lbs.","--","",8,2,1,NA
"5619","Fabricio","Werdum","Vai Cavalo","6' 4""","231 lbs.","77.0""","Orthodox",24,9,1,NA
"5719","Mike","Wessel","Juggernaut","6' 0""","260 lbs.","--","Orthodox",15,8,0,NA
"5819","Dustin","West","","5' 11""","170 lbs.","--","",6,6,0,NA
"5919","Sheldon","Westcott","","6' 1""","170 lbs.","71.0""","Southpaw",10,3,1,NA
"6019","Aaron","Wetherspoon","Slam","--","170 lbs.","--","",9,5,0,NA
"6123","Coty","Wheeler","Ox","5' 6""","135 lbs.","67.0""","Orthodox",14,5,0,NA
"6221","Vernon","White","Tiger","6' 0""","205 lbs.","--","Southpaw",26,33,2,NA
"6320","Steve","White","","5' 11""","175 lbs.","--","",1,4,0,NA
"6419","Alex","White","The Spartan","6' 0""","155 lbs.","71.0""","Southpaw",13,6,0,NA
"6519","Craig","White","The Thundercat","6' 2""","170 lbs.","76.0""","Orthodox",14,9,0,NA
"6619","Robert","Whiteford","The Hammer","5' 9""","145 lbs.","69.0""","Southpaw",14,4,0,NA
"6719","Mike","Whitehead","","6' 1""","205 lbs.","--","Orthodox",27,8,0,NA
"6818","Garett","Whiteley","Goodnight","6' 0""","155 lbs.","72.0""","Orthodox",7,3,0,NA
"6918","Mitch","Whitesel","","5' 9""","185 lbs.","--","",17,27,0,NA
"7018","Emily","Whitmire","Spitfire","5' 5""","115 lbs.","63.0""","Orthodox",4,4,0,NA
"7122","Robert","Whittaker","The Reaper","6' 0""","185 lbs.","73.0""","Orthodox",23,5,0,NA
"7220","Adam","Wieczorek","Siwy","6' 5""","250 lbs.","81.0""","Orthodox",10,2,0,NA
"7319","Orlando","Wiet","The Gladiator","5' 10""","170 lbs.","--","Southpaw",1,5,0,NA
"7418","Jonathan","Wiezorek","","6' 3""","250 lbs.","--","Southpaw",11,2,0,NA
"7518","Justin","Wilcox","Silverback","5' 6""","155 lbs.","--","Orthodox",14,7,0,NA
"7618","Joe","Wilk","The Nose","5' 9""","145 lbs.","--","",19,11,0,NA
"7718","Aaron","Wilkinson","The Daywalker","5' 10""","155 lbs.","--","",11,7,0,NA
"7817","Mike","Wilkinson","The Warrior","5' 7""","145 lbs.","66.0""","Orthodox",9,4,0,NA
"7917","Rob","Wilkinson","Razor","6' 3""","185 lbs.","80.0""","Orthodox",11,2,0,NA
"8017","James","Wilks","Lightning","6' 1""","170 lbs.","75.0""","Orthodox",7,4,0,NA
"8121","Tedd","Williams","","6' 1""","275 lbs.","--","Orthodox",7,1,0,NA
"8219","Pete","Williams","El Duro","6' 3""","235 lbs.","--","Orthodox",12,6,0,NA
"8317","Rubin","Williams","Mr. Hollywood","6' 1""","185 lbs.","--","Orthodox",0,1,0,NA
"8416","Carter","Williams","The Beast","6' 1""","265 lbs.","--","Orthodox",4,5,0,NA
"8516","Patrick","Williams","The Animal","5' 8""","135 lbs.","73.0""","Orthodox",8,6,0,NA
"8616","Tim","Williams","The South Jersey Strangler","6' 2""","185 lbs.","76.0""","Orthodox",15,5,0,NA
"8716","Jordan","Williams","Bomaye","6' 1""","185 lbs.","75.0""","Southpaw",9,4,0,NA
"8816","Cole","Williams","Havoc","6' 0""","170 lbs.","73.0""","Orthodox",11,3,0,NA
"8916","Khaos","Williams","The OxFighter","6' 0""","170 lbs.","77.0""","Orthodox",11,2,0,NA
"9016","Karl","Willis","","--","--","--","",0,5,0,NA
"9121","Justin","Willis","Big Pretty","6' 1""","264 lbs.","78.0""","Southpaw",8,2,0,NA
"9218","Chris","Wilson","The Professor","6' 1""","170 lbs.","75.0""","Orthodox",18,10,0,NA
"9317","Greg","Wilson","","--","155 lbs.","--","",2,3,0,NA
"9416","Jonathan","Wilson","Johnny Bravo","6' 2""","205 lbs.","75.0""","Southpaw",7,3,0,NA
"9516","Sean","Wilson","P-Town","5' 8""","145 lbs.","--","",36,29,0,NA
"9616","Matt","Wiman","","5' 10""","155 lbs.","68.0""","Orthodox",16,10,0,NA
"9716","Eddie","Wineland","","5' 7""","135 lbs.","69.0""","Orthodox",24,15,1,NA
"9816","Deron","Winn","","5' 6""","185 lbs.","70.0""","Orthodox",7,2,0,NA
"9916","Andre","Winner","","5' 11""","155 lbs.","73.0""","Orthodox",21,11,2,NA
"10016","Eric","Wisely","Little Lee","5' 8""","145 lbs.","--","Southpaw",26,9,1,NA
"10120","Keith","Wisniewski","The Polish Connection","6' 0""","170 lbs.","--","Orthodox",28,15,1,NA
"10217","Jason","Witt","The Vanilla Gorilla","5' 10""","170 lbs.","70.0""","Orthodox",18,6,0,NA
"10316","Travis","Wiuff","The Diesel","6' 3""","205 lbs.","--","Orthodox",75,21,0,NA
"10415","Ray","Wizard","","--","--","--","",0,1,0,NA
"10515","Danyelle","Wolf","","5' 11""","145 lbs.","70.0""","Orthodox",1,0,0,NA
"10615","Brandon","Wolff","","5' 9""","170 lbs.","--","Orthodox",7,5,0,NA
"10715","Xue Do","Won","","5' 7""","165 lbs.","--","",0,1,0,NA
"10815","Nathaniel","Wood","The Prospect","5' 6""","140 lbs.","69.0""","Orthodox",17,5,0,NA
"10915","Tyron","Woodley","The Chosen One","5' 9""","170 lbs.","74.0""","Orthodox",19,6,1,NA
"11014","Salvador","Woods","","5' 11""","170 lbs.","--","",8,17,0,NA
"11119","Sean","Woodson","The Sniper","6' 2""","145 lbs.","78.0""","Orthodox",7,1,0,NA
"11217","Cal","Worsham","","5' 11""","230 lbs.","--","Orthodox",13,10,0,NA
"11315","Hunter","Worsham","The Future","--","185 lbs.","--","",7,3,0,NA
"11414","Khama","Worthy","The Death Star","5' 11""","155 lbs.","74.0""","Orthodox",16,7,0,NA
"11514","Eric","Wray","","6' 0""","170 lbs.","--","Orthodox",5,1,0,NA
"11614","Justin","Wren","The Viking","6' 2""","265 lbs.","--","Orthodox",13,2,0,NA
"11713","JW","Wright","","--","130 lbs.","--","",1,0,0,NA
"11813","Chris","Wright","","--","--","--","",8,5,1,NA
"11913","Jordan","Wright","The Beverly Hills Ninja","6' 2""","205 lbs.","77.0""","Orthodox",11,1,0,NA
"12013","Marcin","Wrzosek","The Polish Zombie","5' 9""","155 lbs.","--","",12,4,0,NA
"12118","Wu","Yanan","Mulan","5' 8""","125 lbs.","66.0""","Orthodox",11,4,0,NA
"2140","Rubens","Xavier","Macula","6' 3""","220 lbs.","--","Orthodox",5,3,0,NA
"2144","Jamie","Yager","The Chosyn 1","6' 1""","185 lbs.","--","Orthodox",8,4,0,NA
"3128","Eddie","Yagin","The Filipino Phenom","5' 7""","145 lbs.","--","Orthodox",16,7,1,NA
"4107","Rani","Yahya","","5' 6""","135 lbs.","67.0""","Orthodox",26,10,1,NA
"5106","Alexander","Yakovlev","Russian Thunder","6' 3""","155 lbs.","74.0""","Southpaw",24,10,1,NA
"6106","Keiichiro","Yamamiya","","5' 11""","185 lbs.","--","Southpaw",45,35,10,NA
"7106","Kenichi","Yamamoto","","6' 0""","170 lbs.","--","Orthodox",5,12,2,NA
"8105","Yoshihisa","Yamamoto","","6' 2""","220 lbs.","--","Southpaw",14,25,1,NA
"9105","Atsushi","Yamamoto","","5' 6""","139 lbs.","--","Orthodox",19,11,3,NA
"10105","Norifumi","Yamamoto","Kid","5' 4""","135 lbs.","66.0""","Southpaw",18,6,0,NA
"11104","Hiroko","Yamanaka","Cat's Eye","5' 11""","135 lbs.","--","",13,3,0,NA
"12102","Goiti","Yamauchi","","5' 10""","145 lbs.","--","",21,3,0,NA
"13102","Takeshi","Yamazaki","","5' 8""","139 lbs.","--","Southpaw",15,12,3,NA
"14100","Yan","Xiaonan","","5' 5""","115 lbs.","63.0""","Orthodox",13,1,0,NA
"15100","Petr","Yan","No Mercy","5' 7""","135 lbs.","67.0""","Switch",15,2,0,NA
"16100","Adam","Yandiev","Boroda","5' 9""","185 lbs.","74.0""","Orthodox",9,1,0,NA
"1769","Adrian","Yanez","","5' 7""","135 lbs.","70.0""","Orthodox",12,3,0,NA
"1850","Dongi","Yang","The Ox","5' 10""","185 lbs.","73.0""","Southpaw",13,3,0,NA
"1946","Jianping","Yang","","5' 7""","145 lbs.","--","Orthodox",11,4,1,NA
"2038","Masutatsu","Yano","","5' 9""","198 lbs.","--","Orthodox",2,4,1,NA
"2145","Hu","Yaozong","Totoro","6' 3""","205 lbs.","72.0""","Orthodox",3,2,0,NA
"2236","Emmanuel","Yarborough","","6' 8""","770 lbs.","--","Open Stance",1,2,0,NA
"2336","Cale","Yarbrough","","6' 1""","185 lbs.","--","Orthodox",8,3,0,NA
"2436","Tadao","Yasuda","","6' 4""","310 lbs.","--","Orthodox",2,4,0,NA
"2534","Yoshiaki","Yatsu","","6' 1""","165 lbs.","--","Orthodox",0,2,0,NA
"2628","Chris","Yee","","5' 9""","185 lbs.","--","",4,6,0,NA
"2725","Ashley","Yoder","Spider Monkey","5' 7""","115 lbs.","69.0""","Southpaw",8,6,0,NA
"2825","Hirotaka","Yokoi","Kaibatsu-Kun","5' 11""","205 lbs.","--","Orthodox",11,5,0,NA
"2925","Kazunori","Yokota","","5' 8""","154 lbs.","--","Orthodox",25,7,3,NA
"3025","John","Yoo","","--","135 lbs.","--","",0,1,0,NA
"3129","Sanghoon","Yoo","Assassin","6' 0""","155 lbs.","74.0""","Orthodox",5,1,0,NA
"3226","Dong Sik","Yoon","","6' 0""","185 lbs.","--","Orthodox",9,9,0,NA
"3325","Yoshiyuki","Yoshida","Zenko","5' 11""","170 lbs.","70.0""","Southpaw",18,9,0,NA
"3425","Hidehiko","Yoshida","","5' 11""","225 lbs.","--","Orthodox",6,8,1,NA
"3525","Kaitlin","Young","","5' 9""","135 lbs.","--","Orthodox",7,9,1,NA
"3625","Artenus","Young","","--","205 lbs.","--","",10,12,0,NA
"3723","Trenell","Young","Savant","5' 6""","145 lbs.","--","Orthodox",11,9,0,NA
"3823","Jason","Young","Shotgun","5' 9""","145 lbs.","73.0""","Orthodox",9,6,0,NA
"3921","Shane","Young","Smokin'","5' 8""","145 lbs.","72.0""","Orthodox",13,5,0,NA
"4021","Shanna","Young","The Shanimal","5' 7""","135 lbs.","65.0""","Orthodox",7,3,0,NA
"4125","Besam","Yousef","","5' 11""","170 lbs.","--","Orthodox",7,4,0,NA
"4223","Han Ten","Yun","","5' 11""","220 lbs.","--","",0,1,0,NA
"4321","Rob","Yundt","Monster","6' 1""","185 lbs.","--","Orthodox",9,5,0,NA
"4420","Sodiq","Yusuff","Super","5' 9""","145 lbs.","71.0""","Orthodox",11,1,0,NA
"4520","Gilbert","Yvel","The Hurricane","6' 2""","225 lbs.","77.0""","Orthodox",39,16,1,NA
"2146","Luke","Zachrich","","6' 2""","185 lbs.","74.0""","Orthodox",14,4,0,NA
"3130","Anton","Zafir","The Professor","5' 11""","170 lbs.","--","Orthodox",7,3,0,NA
